"","month","water_year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2010,"LOB",31,31,31
"2",1,2010,"MC",0,0,0
"3",1,2010,"ROB",0,0,31
"4",1,2011,"LOB",31,31,31
"5",1,2011,"MC",0,0,0
"6",1,2011,"ROB",0,0,31
"7",1,2012,"LOB",31,31,31
"8",1,2012,"MC",0,0,0
"9",1,2012,"ROB",0,0,31
"10",1,2013,"LOB",31,31,31
"11",1,2013,"MC",0,0,0
"12",1,2013,"ROB",0,0,31
"13",1,2014,"LOB",31,31,31
"14",1,2014,"MC",0,0,0
"15",1,2014,"ROB",0,0,31
"16",1,2015,"LOB",31,31,31
"17",1,2015,"MC",0,0,0
"18",1,2015,"ROB",0,0,31
"19",1,2016,"LOB",31,31,31
"20",1,2016,"MC",0,0,0
"21",1,2016,"ROB",0,0,31
"22",2,2010,"LOB",28,28,28
"23",2,2010,"MC",0,0,0
"24",2,2010,"ROB",0,0,28
"25",2,2011,"LOB",29,29,29
"26",2,2011,"MC",0,0,0
"27",2,2011,"ROB",0,0,29
"28",2,2012,"LOB",28,28,28
"29",2,2012,"MC",0,0,0
"30",2,2012,"ROB",0,0,28
"31",2,2013,"LOB",28,28,28
"32",2,2013,"MC",0,0,0
"33",2,2013,"ROB",0,0,28
"34",2,2014,"LOB",28,28,28
"35",2,2014,"MC",0,0,0
"36",2,2014,"ROB",0,0,28
"37",2,2015,"LOB",29,29,29
"38",2,2015,"MC",0,0,0
"39",2,2015,"ROB",0,0,29
"40",2,2016,"LOB",28,28,28
"41",2,2016,"MC",0,0,0
"42",2,2016,"ROB",0,0,28
"43",3,2010,"LOB",31,31,31
"44",3,2010,"MC",0,0,0
"45",3,2010,"ROB",0,0,31
"46",3,2011,"LOB",31,31,28
"47",3,2011,"MC",0,0,0
"48",3,2011,"ROB",0,0,31
"49",3,2012,"LOB",31,31,31
"50",3,2012,"MC",0,0,0
"51",3,2012,"ROB",0,0,31
"52",3,2013,"LOB",31,31,31
"53",3,2013,"MC",0,0,0
"54",3,2013,"ROB",0,0,31
