"","water_year","position","Time_Period","value"
"1",2010,"MC","Annual",100
"2",2011,"MC","Annual",100
"3",2012,"MC","Annual",100
"4",2013,"MC","Annual",100
"5",2014,"MC","Annual",100
"6",2015,"MC","Annual",99.9544626593807
"7",2016,"MC","Annual",100
"8",2010,"LOB","Annual",99.9885831715949
"9",2011,"LOB","Annual",100
"10",2012,"LOB","Annual",100
"11",2013,"LOB","Annual",100
"12",2014,"LOB","Annual",100
"13",2015,"LOB","Annual",100
"14",2016,"LOB","Annual",99.9885844748858
"15",2010,"ROB","Annual",99.8972485443544
"16",2011,"ROB","Annual",99.9658469945355
"17",2012,"ROB","Annual",100
"18",2013,"ROB","Annual",99.9543378995434
"19",2014,"ROB","Annual",99.9771689497717
"20",2015,"ROB","Annual",99.9886156648452
"21",2016,"ROB","Annual",99.8858447488584
"22",2010,"MC","non_critical",100
"23",2011,"MC","non_critical",100
"24",2012,"MC","non_critical",100
"25",2013,"MC","non_critical",100
"26",2014,"MC","non_critical",100
"27",2015,"MC","non_critical",100
"28",2016,"MC","non_critical",100
"29",2010,"LOB","non_critical",100
"30",2011,"LOB","non_critical",100
"31",2012,"LOB","non_critical",100
"32",2013,"LOB","non_critical",100
"33",2014,"LOB","non_critical",100
"34",2015,"LOB","non_critical",100
"35",2016,"LOB","non_critical",100
"36",2010,"ROB","non_critical",100
"37",2011,"ROB","non_critical",100
"38",2012,"ROB","non_critical",100
"39",2013,"ROB","non_critical",100
"40",2014,"ROB","non_critical",100
"41",2015,"ROB","non_critical",100
"42",2016,"ROB","non_critical",100
"43",2010,"MC","critical",100
"44",2011,"MC","critical",100
"45",2012,"MC","critical",100
"46",2013,"MC","critical",100
"47",2014,"MC","critical",100
"48",2015,"MC","critical",99.9217527386541
"49",2016,"MC","critical",100
"50",2010,"LOB","critical",99.9803459119497
"51",2011,"LOB","critical",100
"52",2012,"LOB","critical",100
"53",2013,"LOB","critical",100
"54",2014,"LOB","critical",100
"55",2015,"LOB","critical",100
"56",2016,"LOB","critical",99.9803459119497
"57",2010,"ROB","critical",99.8231132075472
"58",2011,"ROB","critical",99.9413145539906
"59",2012,"ROB","critical",100
"60",2013,"ROB","critical",99.9213836477987
"61",2014,"ROB","critical",99.9606918238994
"62",2015,"ROB","critical",99.9804381846635
"63",2016,"ROB","critical",99.8034591194968
